"id","date","polity","event","confidence","core_sources","modern_direction","cause","consequence","target","evidence_type","source_locator","source_caveat","year_ce","chronological_band","tier","actioner_representation","spatial_scope","source_caveat_class"
"EQ-1810-ZHANG-BAOZAI-SURRENDER-AFTERMATH","嘉庆十五年（1810年）","清与张保仔集团","「张保仔接受招安，华南大海盗联盟瓦解」引发的善后、执行或地方回应构成可由不同材料追踪的后续节点","后续影响的时序和范围往往不齐；此 C 级节点保留善后与地方反应的追踪问题，不把政策文本或战报直接等同于社会结果。","《清仁宗实录》嘉庆十五年相关条；军机处档、战事方略及地方奏报；相关地区的档案、志书、契约、报刊或对方材料","战争动员、军需、战场暴力与地方社会研究","核心事件「张保仔接受招安，华南大海盗联盟瓦解」改变了相关行动者面对的资源、秩序或风险。","招安不等于沿海社会问题消失，参与者去向需具体追踪","chapters/ch03-mid-qing-crisis.tex","narrative_text","《清仁宗实录》嘉庆十五年相关条；军机处档、战事方略及地方奏报；并与相关地区地方材料交叉核验","战后、改革后或条约后的记忆、地方记录和官方总结常具有事后选择性；后续影响须按地点、群体和时间分层，不作整体化推断。","1810","1796-1840_jiaqing_daoguang","B","court_and_officials;maritime_and_foreign_polities;local_society_and_elites","maritime_or_transregional","narrative_perspective_limit"
"EQ-1811-BANNER-LIVELIHOOD-PRELUDE","嘉庆十六年（1811年）","清八旗","「八旗生计、债务和人口供养问题持续成为中央与地方的治理议题」之前的条件、信息和争议已通过中央与地方材料显现，构成该事件可追踪的前史节点","材料层次不一；此 C 级前史节点仅界定可回查的条件与信息链，不把后出解释或单方叙事写成已证实的直接动因。","《清仁宗实录》嘉庆十六年相关条；地方志、督抚奏折及地方档案；同时期地方档案、地方志、日记或对方材料应按具体地区补检","地方档案、迁徙、宗教、族群与社会动员研究","旗饷不足与城市物价、家庭规模变化相互影响","为核心事件「八旗生计、债务和人口供养问题持续成为中央与地方的治理议题」提供时间、资源和行动者条件的检索入口，不能替代对核心事件本身的取证。","chapters/ch03-mid-qing-crisis.tex","annalistic_record","《清仁宗实录》嘉庆十六年相关条；地方志、督抚奏折及地方档案；并检索相应地区的地方材料","官修编年和地方材料的记录密度与立场并不相同；本行不将条件、传闻、呈报或后见解释直接等同为确定因果。","1811","1796-1840_jiaqing_daoguang","B","court_and_officials;local_society_and_elites","local_or_provincial","annalistic_selection_limit"
"EQ-1811-BANNER-LIVELIHOOD-DECISION","嘉庆十六年（1811年）","清八旗","围绕「八旗生计、债务和人口供养问题持续成为中央与地方的治理议题」的命令、调度、照会或呈报形成独立的中央—地方行动文书链","可确认相关命令、呈报或交涉进入文书流程；命令发出、地方收到、执行过程与实际结果必须分开核验。","《清仁宗实录》嘉庆十六年相关条；地方志、督抚奏折及地方档案","地方档案、迁徙、宗教、族群与社会动员研究","核心事件「八旗生计、债务和人口供养问题持续成为中央与地方的治理议题」要求相关机构处理人事、资源、军事、外交或司法事务。","旗人生活差异很大，不能由政策文书概括整体","chapters/ch03-mid-qing-crisis.tex","official_or_administrative_document","《清仁宗实录》嘉庆十六年相关条；地方志、督抚奏折及地方档案","奏折、上谕、部议、军机档或条约可证明行政动作和机构立场，不自动证明所有地区、群体或对手按其意图行动。","1811","1796-1840_jiaqing_daoguang","A","court_and_officials;armed_forces;local_society_and_elites","local_or_provincial","official_administrative_scope_limit"
"EQ-1811-BANNER-LIVELIHOOD-AFTERMATH","嘉庆十六年（1811年）","清八旗","「八旗生计、债务和人口供养问题持续成为中央与地方的治理议题」引发的善后、执行或地方回应构成可由不同材料追踪的后续节点","后续影响的时序和范围往往不齐；此 C 级节点保留善后与地方反应的追踪问题，不把政策文本或战报直接等同于社会结果。","《清仁宗实录》嘉庆十六年相关条；地方志、督抚奏折及地方档案；相关地区的档案、志书、契约、报刊或对方材料","地方档案、迁徙、宗教、族群与社会动员研究","核心事件「八旗生计、债务和人口供养问题持续成为中央与地方的治理议题」改变了相关行动者面对的资源、秩序或风险。","旗人生活差异很大，不能由政策文书概括整体","chapters/ch03-mid-qing-crisis.tex","narrative_text","《清仁宗实录》嘉庆十六年相关条；地方志、督抚奏折及地方档案；并与相关地区地方材料交叉核验","战后、改革后或条约后的记忆、地方记录和官方总结常具有事后选择性；后续影响须按地点、群体和时间分层，不作整体化推断。","1811","1796-1840_jiaqing_daoguang","B","court_and_officials;local_society_and_elites","local_or_provincial","narrative_perspective_limit"
"EQ-1813-TIANLI-UPRISING-PRELUDE","嘉庆十八年（1813年）","清与天理教","「天理教起事者攻入紫禁城部分区域，京师发生严重安全危机」之前的条件、信息和争议已通过中央与地方材料显现，构成该事件可追踪的前史节点","材料层次不一；此 C 级前史节点仅界定可回查的条件与信息链，不把后出解释或单方叙事写成已证实的直接动因。","《清仁宗实录》嘉庆十八年相关条；军机处档、战事方略及地方奏报；同时期地方档案、地方志、日记或对方材料应按具体地区补检","战争动员、军需、战场暴力与地方社会研究","基层结社与京城内外联络突破了既有警卫","为核心事件「天理教起事者攻入紫禁城部分区域，京师发生严重安全危机」提供时间、资源和行动者条件的检索入口，不能替代对核心事件本身的取证。","chapters/ch03-mid-qing-crisis.tex","annalistic_record","《清仁宗实录》嘉庆十八年相关条；军机处档、战事方略及地方奏报；并检索相应地区的地方材料","官修编年和地方材料的记录密度与立场并不相同；本行不将条件、传闻、呈报或后见解释直接等同为确定因果。","1813","1796-1840_jiaqing_daoguang","B","court_and_officials;armed_forces;local_society_and_elites;religious_and_cultural_actors","local_or_provincial","annalistic_selection_limit"
"EQ-1813-TIANLI-UPRISING-DECISION","嘉庆十八年（1813年）","清与天理教","围绕「天理教起事者攻入紫禁城部分区域，京师发生严重安全危机」的命令、调度、照会或呈报形成独立的中央—地方行动文书链","可确认相关命令、呈报或交涉进入文书流程；命令发出、地方收到、执行过程与实际结果必须分开核验。","《清仁宗实录》嘉庆十八年相关条；军机处档、战事方略及地方奏报","战争动员、军需、战场暴力与地方社会研究","核心事件「天理教起事者攻入紫禁城部分区域，京师发生严重安全危机」要求相关机构处理人事、资源、军事、外交或司法事务。","清廷加强案件侦缉和地方控制，审讯文本须注意强迫与分类","chapters/ch03-mid-qing-crisis.tex","official_or_administrative_document","《清仁宗实录》嘉庆十八年相关条；军机处档、战事方略及地方奏报","奏折、上谕、部议、军机档或条约可证明行政动作和机构立场，不自动证明所有地区、群体或对手按其意图行动。","1813","1796-1840_jiaqing_daoguang","A","court_and_officials;armed_forces;local_society_and_elites;religious_and_cultural_actors","local_or_provincial","official_administrative_scope_limit"
"EQ-1813-TIANLI-UPRISING-AFTERMATH","嘉庆十八年（1813年）","清与天理教","「天理教起事者攻入紫禁城部分区域，京师发生严重安全危机」引发的善后、执行或地方回应构成可由不同材料追踪的后续节点","后续影响的时序和范围往往不齐；此 C 级节点保留善后与地方反应的追踪问题，不把政策文本或战报直接等同于社会结果。","《清仁宗实录》嘉庆十八年相关条；军机处档、战事方略及地方奏报；相关地区的档案、志书、契约、报刊或对方材料","战争动员、军需、战场暴力与地方社会研究","核心事件「天理教起事者攻入紫禁城部分区域，京师发生严重安全危机」改变了相关行动者面对的资源、秩序或风险。","清廷加强案件侦缉和地方控制，审讯文本须注意强迫与分类","chapters/ch03-mid-qing-crisis.tex","narrative_text","《清仁宗实录》嘉庆十八年相关条；军机处档、战事方略及地方奏报；并与相关地区地方材料交叉核验","战后、改革后或条约后的记忆、地方记录和官方总结常具有事后选择性；后续影响须按地点、群体和时间分层，不作整体化推断。","1813","1796-1840_jiaqing_daoguang","B","court_and_officials;armed_forces;local_society_and_elites;religious_and_cultural_actors","local_or_provincial","narrative_perspective_limit"
"EQ-1814-TIANLI-SUPPRESSION-PRELUDE","嘉庆十九年（1814年）","清与直隶、河南等地","「天理教起事被镇压，相关人员遭逮捕和处置」之前的条件、信息和争议已通过中央与地方材料显现，构成该事件可追踪的前史节点","材料层次不一；此 C 级前史节点仅界定可回查的条件与信息链，不把后出解释或单方叙事写成已证实的直接动因。","《清仁宗实录》嘉庆十九年相关条；宫中朱批奏折、内阁大库题本与《清史稿》相关志传；同时期地方档案、地方志、日记或对方材料应按具体地区补检","宫廷政治、制度运作与中央—地方信息链研究","朝廷将京师遇袭视为统治危机","为核心事件「天理教起事被镇压，相关人员遭逮捕和处置」提供时间、资源和行动者条件的检索入口，不能替代对核心事件本身的取证。","chapters/ch03-mid-qing-crisis.tex","annalistic_record","《清仁宗实录》嘉庆十九年相关条；宫中朱批奏折、内阁大库题本与《清史稿》相关志传；并检索相应地区的地方材料","官修编年和地方材料的记录密度与立场并不相同；本行不将条件、传闻、呈报或后见解释直接等同为确定因果。","1814","1796-1840_jiaqing_daoguang","B","court_and_officials;armed_forces;local_society_and_elites;religious_and_cultural_actors","local_or_provincial","annalistic_selection_limit"
"EQ-1814-TIANLI-SUPPRESSION-DECISION","嘉庆十九年（1814年）","清与直隶、河南等地","围绕「天理教起事被镇压，相关人员遭逮捕和处置」的命令、调度、照会或呈报形成独立的中央—地方行动文书链","可确认相关命令、呈报或交涉进入文书流程；命令发出、地方收到、执行过程与实际结果必须分开核验。","《清仁宗实录》嘉庆十九年相关条；宫中朱批奏折、内阁大库题本与《清史稿》相关志传","宫廷政治、制度运作与中央—地方信息链研究","核心事件「天理教起事被镇压，相关人员遭逮捕和处置」要求相关机构处理人事、资源、军事、外交或司法事务。","案件善后扩大了对结社和宗教活动的监控","chapters/ch03-mid-qing-crisis.tex","official_or_administrative_document","《清仁宗实录》嘉庆十九年相关条；宫中朱批奏折、内阁大库题本与《清史稿》相关志传","奏折、上谕、部议、军机档或条约可证明行政动作和机构立场，不自动证明所有地区、群体或对手按其意图行动。","1814","1796-1840_jiaqing_daoguang","A","court_and_officials;armed_forces;local_society_and_elites;religious_and_cultural_actors","local_or_provincial","official_administrative_scope_limit"
"EQ-1814-TIANLI-SUPPRESSION-AFTERMATH","嘉庆十九年（1814年）","清与直隶、河南等地","「天理教起事被镇压，相关人员遭逮捕和处置」引发的善后、执行或地方回应构成可由不同材料追踪的后续节点","后续影响的时序和范围往往不齐；此 C 级节点保留善后与地方反应的追踪问题，不把政策文本或战报直接等同于社会结果。","《清仁宗实录》嘉庆十九年相关条；宫中朱批奏折、内阁大库题本与《清史稿》相关志传；相关地区的档案、志书、契约、报刊或对方材料","宫廷政治、制度运作与中央—地方信息链研究","核心事件「天理教起事被镇压，相关人员遭逮捕和处置」改变了相关行动者面对的资源、秩序或风险。","案件善后扩大了对结社和宗教活动的监控","chapters/ch03-mid-qing-crisis.tex","narrative_text","《清仁宗实录》嘉庆十九年相关条；宫中朱批奏折、内阁大库题本与《清史稿》相关志传；并与相关地区地方材料交叉核验","战后、改革后或条约后的记忆、地方记录和官方总结常具有事后选择性；后续影响须按地点、群体和时间分层，不作整体化推断。","1814","1796-1840_jiaqing_daoguang","B","court_and_officials;armed_forces;local_society_and_elites;religious_and_cultural_actors","local_or_provincial","narrative_perspective_limit"
"EQ-1815-GRAND-CANAL-REPAIRS-PRELUDE","嘉庆二十年（1815年）","清与运河流域","「漕运、河工和仓储问题在战后财政压力下持续受到讨论」之前的条件、信息和争议已通过中央与地方材料显现，构成该事件可追踪的前史节点","材料层次不一；此 C 级前史节点仅界定可回查的条件与信息链，不把后出解释或单方叙事写成已证实的直接动因。","《清仁宗实录》嘉庆二十年相关条；户部奏销、盐政、河工或海关档案；同时期地方档案、地方志、日记或对方材料应按具体地区补检","财政账册、市场网络、灾害环境与区域经济研究","黄河水势、运河淤塞和漕粮征解相互牵连","为核心事件「漕运、河工和仓储问题在战后财政压力下持续受到讨论」提供时间、资源和行动者条件的检索入口，不能替代对核心事件本身的取证。","chapters/ch03-mid-qing-crisis.tex","annalistic_record","《清仁宗实录》嘉庆二十年相关条；户部奏销、盐政、河工或海关档案；并检索相应地区的地方材料","官修编年和地方材料的记录密度与立场并不相同；本行不将条件、传闻、呈报或后见解释直接等同为确定因果。","1815","1796-1840_jiaqing_daoguang","B","court_and_officials;armed_forces;local_society_and_elites;fiscal_and_commercial_actors","local_or_provincial","annalistic_selection_limit"
"EQ-1815-GRAND-CANAL-REPAIRS-DECISION","嘉庆二十年（1815年）","清与运河流域","围绕「漕运、河工和仓储问题在战后财政压力下持续受到讨论」的命令、调度、照会或呈报形成独立的中央—地方行动文书链","可确认相关命令、呈报或交涉进入文书流程；命令发出、地方收到、执行过程与实际结果必须分开核验。","《清仁宗实录》嘉庆二十年相关条；户部奏销、盐政、河工或海关档案","财政账册、市场网络、灾害环境与区域经济研究","核心事件「漕运、河工和仓储问题在战后财政压力下持续受到讨论」要求相关机构处理人事、资源、军事、外交或司法事务。","工程文书的计划与实际运输量必须区分","chapters/ch03-mid-qing-crisis.tex","official_or_administrative_document","《清仁宗实录》嘉庆二十年相关条；户部奏销、盐政、河工或海关档案","奏折、上谕、部议、军机档或条约可证明行政动作和机构立场，不自动证明所有地区、群体或对手按其意图行动。","1815","1796-1840_jiaqing_daoguang","A","court_and_officials;armed_forces;local_society_and_elites;fiscal_and_commercial_actors","local_or_provincial","official_administrative_scope_limit"
"EQ-1815-GRAND-CANAL-REPAIRS-AFTERMATH","嘉庆二十年（1815年）","清与运河流域","「漕运、河工和仓储问题在战后财政压力下持续受到讨论」引发的善后、执行或地方回应构成可由不同材料追踪的后续节点","后续影响的时序和范围往往不齐；此 C 级节点保留善后与地方反应的追踪问题，不把政策文本或战报直接等同于社会结果。","《清仁宗实录》嘉庆二十年相关条；户部奏销、盐政、河工或海关档案；相关地区的档案、志书、契约、报刊或对方材料","财政账册、市场网络、灾害环境与区域经济研究","核心事件「漕运、河工和仓储问题在战后财政压力下持续受到讨论」改变了相关行动者面对的资源、秩序或风险。","工程文书的计划与实际运输量必须区分","chapters/ch03-mid-qing-crisis.tex","narrative_text","《清仁宗实录》嘉庆二十年相关条；户部奏销、盐政、河工或海关档案；并与相关地区地方材料交叉核验","战后、改革后或条约后的记忆、地方记录和官方总结常具有事后选择性；后续影响须按地点、群体和时间分层，不作整体化推断。","1815","1796-1840_jiaqing_daoguang","B","court_and_officials;armed_forces;local_society_and_elites;fiscal_and_commercial_actors","local_or_provincial","narrative_perspective_limit"
"EQ-1816-AMHERST-MISSION-PRELUDE","嘉庆二十一年（1816年）","清与英国","「阿美士德使团来华，礼仪与外交交涉未获突破」之前的条件、信息和争议已通过中央与地方材料显现，构成该事件可追踪的前史节点","材料层次不一；此 C 级前史节点仅界定可回查的条件与信息链，不把后出解释或单方叙事写成已证实的直接动因。","《清仁宗实录》嘉庆二十一年相关条；《筹办夷务始末》相关年卷与中外照会、条约文本；同时期地方档案、地方志、日记或对方材料应按具体地区补检","条约文本、外交档案、口岸社会与国际法实践研究","英国希望扩大对华贸易与外交接触","为核心事件「阿美士德使团来华，礼仪与外交交涉未获突破」提供时间、资源和行动者条件的检索入口，不能替代对核心事件本身的取证。","chapters/ch03-mid-qing-crisis.tex","annalistic_record","《清仁宗实录》嘉庆二十一年相关条；《筹办夷务始末》相关年卷与中外照会、条约文本；并检索相应地区的地方材料","官修编年和地方材料的记录密度与立场并不相同；本行不将条件、传闻、呈报或后见解释直接等同为确定因果。","1816","1796-1840_jiaqing_daoguang","B","court_and_officials;maritime_and_foreign_polities;local_society_and_elites","maritime_or_transregional","annalistic_selection_limit"
"EQ-1816-AMHERST-MISSION-DECISION","嘉庆二十一年（1816年）","清与英国","围绕「阿美士德使团来华，礼仪与外交交涉未获突破」的命令、调度、照会或呈报形成独立的中央—地方行动文书链","可确认相关命令、呈报或交涉进入文书流程；命令发出、地方收到、执行过程与实际结果必须分开核验。","《清仁宗实录》嘉庆二十一年相关条；《筹办夷务始末》相关年卷与中外照会、条约文本","条约文本、外交档案、口岸社会与国际法实践研究","核心事件「阿美士德使团来华，礼仪与外交交涉未获突破」要求相关机构处理人事、资源、军事、外交或司法事务。","使团叙述反映英方利益，清方礼仪文本也服务朝廷秩序","chapters/ch03-mid-qing-crisis.tex","official_or_administrative_document","《清仁宗实录》嘉庆二十一年相关条；《筹办夷务始末》相关年卷与中外照会、条约文本","奏折、上谕、部议、军机档或条约可证明行政动作和机构立场，不自动证明所有地区、群体或对手按其意图行动。","1816","1796-1840_jiaqing_daoguang","A","court_and_officials;armed_forces;maritime_and_foreign_polities;local_society_and_elites","maritime_or_transregional","official_administrative_scope_limit"
"EQ-1816-AMHERST-MISSION-AFTERMATH","嘉庆二十一年（1816年）","清与英国","「阿美士德使团来华，礼仪与外交交涉未获突破」引发的善后、执行或地方回应构成可由不同材料追踪的后续节点","后续影响的时序和范围往往不齐；此 C 级节点保留善后与地方反应的追踪问题，不把政策文本或战报直接等同于社会结果。","《清仁宗实录》嘉庆二十一年相关条；《筹办夷务始末》相关年卷与中外照会、条约文本；相关地区的档案、志书、契约、报刊或对方材料","条约文本、外交档案、口岸社会与国际法实践研究","核心事件「阿美士德使团来华，礼仪与外交交涉未获突破」改变了相关行动者面对的资源、秩序或风险。","使团叙述反映英方利益，清方礼仪文本也服务朝廷秩序","chapters/ch03-mid-qing-crisis.tex","narrative_text","《清仁宗实录》嘉庆二十一年相关条；《筹办夷务始末》相关年卷与中外照会、条约文本；并与相关地区地方材料交叉核验","战后、改革后或条约后的记忆、地方记录和官方总结常具有事后选择性；后续影响须按地点、群体和时间分层，不作整体化推断。","1816","1796-1840_jiaqing_daoguang","B","court_and_officials;maritime_and_foreign_polities;local_society_and_elites","maritime_or_transregional","narrative_perspective_limit"
"EQ-1818-FLOOD-RELIEF-PRELUDE","嘉庆二十三年（1818年）","清与黄淮地区","「黄淮水患和赈务成为地方奏报与中央拨款的重要议题」之前的条件、信息和争议已通过中央与地方材料显现，构成该事件可追踪的前史节点","材料层次不一；此 C 级前史节点仅界定可回查的条件与信息链，不把后出解释或单方叙事写成已证实的直接动因。","《清仁宗实录》嘉庆二十三年相关条；地方志、督抚奏折及地方档案；同时期地方档案、地方志、日记或对方材料应按具体地区补检","地方档案、迁徙、宗教、族群与社会动员研究","河道、堤防、降水与贫困共同塑造灾害","为核心事件「黄淮水患和赈务成为地方奏报与中央拨款的重要议题」提供时间、资源和行动者条件的检索入口，不能替代对核心事件本身的取证。","chapters/ch03-mid-qing-crisis.tex","annalistic_record","《清仁宗实录》嘉庆二十三年相关条；地方志、督抚奏折及地方档案；并检索相应地区的地方材料","官修编年和地方材料的记录密度与立场并不相同；本行不将条件、传闻、呈报或后见解释直接等同为确定因果。","1818","1796-1840_jiaqing_daoguang","B","court_and_officials;local_society_and_elites","local_or_provincial","annalistic_selection_limit"
"EQ-1818-FLOOD-RELIEF-DECISION","嘉庆二十三年（1818年）","清与黄淮地区","围绕「黄淮水患和赈务成为地方奏报与中央拨款的重要议题」的命令、调度、照会或呈报形成独立的中央—地方行动文书链","可确认相关命令、呈报或交涉进入文书流程；命令发出、地方收到、执行过程与实际结果必须分开核验。","《清仁宗实录》嘉庆二十三年相关条；地方志、督抚奏折及地方档案","地方档案、迁徙、宗教、族群与社会动员研究","核心事件「黄淮水患和赈务成为地方奏报与中央拨款的重要议题」要求相关机构处理人事、资源、军事、外交或司法事务。","灾异记录反映申赈机制，不能直接转换为精确死亡数字","chapters/ch03-mid-qing-crisis.tex","official_or_administrative_document","《清仁宗实录》嘉庆二十三年相关条；地方志、督抚奏折及地方档案","奏折、上谕、部议、军机档或条约可证明行政动作和机构立场，不自动证明所有地区、群体或对手按其意图行动。","1818","1796-1840_jiaqing_daoguang","A","court_and_officials;armed_forces;local_society_and_elites","local_or_provincial","official_administrative_scope_limit"
"EQ-1818-FLOOD-RELIEF-AFTERMATH","嘉庆二十三年（1818年）","清与黄淮地区","「黄淮水患和赈务成为地方奏报与中央拨款的重要议题」引发的善后、执行或地方回应构成可由不同材料追踪的后续节点","后续影响的时序和范围往往不齐；此 C 级节点保留善后与地方反应的追踪问题，不把政策文本或战报直接等同于社会结果。","《清仁宗实录》嘉庆二十三年相关条；地方志、督抚奏折及地方档案；相关地区的档案、志书、契约、报刊或对方材料","地方档案、迁徙、宗教、族群与社会动员研究","核心事件「黄淮水患和赈务成为地方奏报与中央拨款的重要议题」改变了相关行动者面对的资源、秩序或风险。","灾异记录反映申赈机制，不能直接转换为精确死亡数字","chapters/ch03-mid-qing-crisis.tex","narrative_text","《清仁宗实录》嘉庆二十三年相关条；地方志、督抚奏折及地方档案；并与相关地区地方材料交叉核验","战后、改革后或条约后的记忆、地方记录和官方总结常具有事后选择性；后续影响须按地点、群体和时间分层，不作整体化推断。","1818","1796-1840_jiaqing_daoguang","B","court_and_officials;local_society_and_elites","local_or_provincial","narrative_perspective_limit"
"EQ-1819-OPIUM-TRADE-GROWTH-PRELUDE","嘉庆二十四年（1819年）","清与沿海商人、外国商人","「鸦片贸易增长引起官员对白银流动、海防和社会秩序的担忧」之前的条件、信息和争议已通过中央与地方材料显现，构成该事件可追踪的前史节点","材料层次不一；此 C 级前史节点仅界定可回查的条件与信息链，不把后出解释或单方叙事写成已证实的直接动因。","《清仁宗实录》嘉庆二十四年相关条；户部奏销、盐政、河工或海关档案；同时期地方档案、地方志、日记或对方材料应按具体地区补检","财政账册、市场网络、灾害环境与区域经济研究","全球贸易、印度鸦片生产与广州贸易制度相互连接","为核心事件「鸦片贸易增长引起官员对白银流动、海防和社会秩序的担忧」提供时间、资源和行动者条件的检索入口，不能替代对核心事件本身的取证。","chapters/ch03-mid-qing-crisis.tex","annalistic_record","《清仁宗实录》嘉庆二十四年相关条；户部奏销、盐政、河工或海关档案；并检索相应地区的地方材料","官修编年和地方材料的记录密度与立场并不相同；本行不将条件、传闻、呈报或后见解释直接等同为确定因果。","1819","1796-1840_jiaqing_daoguang","B","court_and_officials;maritime_and_foreign_polities;local_society_and_elites;fiscal_and_commercial_actors","maritime_or_transregional","annalistic_selection_limit"
"EQ-1819-OPIUM-TRADE-GROWTH-DECISION","嘉庆二十四年（1819年）","清与沿海商人、外国商人","围绕「鸦片贸易增长引起官员对白银流动、海防和社会秩序的担忧」的命令、调度、照会或呈报形成独立的中央—地方行动文书链","可确认相关命令、呈报或交涉进入文书流程；命令发出、地方收到、执行过程与实际结果必须分开核验。","《清仁宗实录》嘉庆二十四年相关条；户部奏销、盐政、河工或海关档案","财政账册、市场网络、灾害环境与区域经济研究","核心事件「鸦片贸易增长引起官员对白银流动、海防和社会秩序的担忧」要求相关机构处理人事、资源、军事、外交或司法事务。","走私规模需区别官府估计、商人账目和海关统计","chapters/ch03-mid-qing-crisis.tex","official_or_administrative_document","《清仁宗实录》嘉庆二十四年相关条；户部奏销、盐政、河工或海关档案","奏折、上谕、部议、军机档或条约可证明行政动作和机构立场，不自动证明所有地区、群体或对手按其意图行动。","1819","1796-1840_jiaqing_daoguang","A","court_and_officials;armed_forces;maritime_and_foreign_polities;local_society_and_elites;fiscal_and_commercial_actors","maritime_or_transregional","official_administrative_scope_limit"
"EQ-1819-OPIUM-TRADE-GROWTH-AFTERMATH","嘉庆二十四年（1819年）","清与沿海商人、外国商人","「鸦片贸易增长引起官员对白银流动、海防和社会秩序的担忧」引发的善后、执行或地方回应构成可由不同材料追踪的后续节点","后续影响的时序和范围往往不齐；此 C 级节点保留善后与地方反应的追踪问题，不把政策文本或战报直接等同于社会结果。","《清仁宗实录》嘉庆二十四年相关条；户部奏销、盐政、河工或海关档案；相关地区的档案、志书、契约、报刊或对方材料","财政账册、市场网络、灾害环境与区域经济研究","核心事件「鸦片贸易增长引起官员对白银流动、海防和社会秩序的担忧」改变了相关行动者面对的资源、秩序或风险。","走私规模需区别官府估计、商人账目和海关统计","chapters/ch03-mid-qing-crisis.tex","narrative_text","《清仁宗实录》嘉庆二十四年相关条；户部奏销、盐政、河工或海关档案；并与相关地区地方材料交叉核验","战后、改革后或条约后的记忆、地方记录和官方总结常具有事后选择性；后续影响须按地点、群体和时间分层，不作整体化推断。","1819","1796-1840_jiaqing_daoguang","B","court_and_officials;maritime_and_foreign_polities;local_society_and_elites;fiscal_and_commercial_actors","maritime_or_transregional","narrative_perspective_limit"
"EQ-1820-DAO-GUANG-ACCESSION-PRELUDE","嘉庆二十五年（1820年）","清","「道光帝即位，财政、河工、旗务和沿海贸易问题进入新朝」之前的条件、信息和争议已通过中央与地方材料显现，构成该事件可追踪的前史节点","材料层次不一；此 C 级前史节点仅界定可回查的条件与信息链，不把后出解释或单方叙事写成已证实的直接动因。","《清仁宗实录》嘉庆二十五年相关条；宫中朱批奏折、内阁大库题本与《清史稿》相关志传；同时期地方档案、地方志、日记或对方材料应按具体地区补检","宫廷政治、制度运作与中央—地方信息链研究","嘉庆朝遗留军费和行政压力","为核心事件「道光帝即位，财政、河工、旗务和沿海贸易问题进入新朝」提供时间、资源和行动者条件的检索入口，不能替代对核心事件本身的取证。","chapters/ch03-mid-qing-crisis.tex","annalistic_record","《清仁宗实录》嘉庆二十五年相关条；宫中朱批奏折、内阁大库题本与《清史稿》相关志传；并检索相应地区的地方材料","官修编年和地方材料的记录密度与立场并不相同；本行不将条件、传闻、呈报或后见解释直接等同为确定因果。","1820","1796-1840_jiaqing_daoguang","A","court_and_officials;maritime_and_foreign_polities;local_society_and_elites;fiscal_and_commercial_actors","maritime_or_transregional","annalistic_selection_limit"
"EQ-1820-DAO-GUANG-ACCESSION-DECISION","嘉庆二十五年（1820年）","清","围绕「道光帝即位，财政、河工、旗务和沿海贸易问题进入新朝」的命令、调度、照会或呈报形成独立的中央—地方行动文书链","可确认相关命令、呈报或交涉进入文书流程；命令发出、地方收到、执行过程与实际结果必须分开核验。","《清仁宗实录》嘉庆二十五年相关条；宫中朱批奏折、内阁大库题本与《清史稿》相关志传","宫廷政治、制度运作与中央—地方信息链研究","核心事件「道光帝即位，财政、河工、旗务和沿海贸易问题进入新朝」要求相关机构处理人事、资源、军事、外交或司法事务。","新帝在节用与整顿之间寻求政策平衡","chapters/ch03-mid-qing-crisis.tex","official_or_administrative_document","《清仁宗实录》嘉庆二十五年相关条；宫中朱批奏折、内阁大库题本与《清史稿》相关志传","奏折、上谕、部议、军机档或条约可证明行政动作和机构立场，不自动证明所有地区、群体或对手按其意图行动。","1820","1796-1840_jiaqing_daoguang","A","court_and_officials;armed_forces;maritime_and_foreign_polities;local_society_and_elites;fiscal_and_commercial_actors","maritime_or_transregional","official_administrative_scope_limit"
"EQ-1820-DAO-GUANG-ACCESSION-AFTERMATH","嘉庆二十五年（1820年）","清","「道光帝即位，财政、河工、旗务和沿海贸易问题进入新朝」引发的善后、执行或地方回应构成可由不同材料追踪的后续节点","后续影响的时序和范围往往不齐；此 C 级节点保留善后与地方反应的追踪问题，不把政策文本或战报直接等同于社会结果。","《清仁宗实录》嘉庆二十五年相关条；宫中朱批奏折、内阁大库题本与《清史稿》相关志传；相关地区的档案、志书、契约、报刊或对方材料","宫廷政治、制度运作与中央—地方信息链研究","核心事件「道光帝即位，财政、河工、旗务和沿海贸易问题进入新朝」改变了相关行动者面对的资源、秩序或风险。","新帝在节用与整顿之间寻求政策平衡","chapters/ch03-mid-qing-crisis.tex","narrative_text","《清仁宗实录》嘉庆二十五年相关条；宫中朱批奏折、内阁大库题本与《清史稿》相关志传；并与相关地区地方材料交叉核验","战后、改革后或条约后的记忆、地方记录和官方总结常具有事后选择性；后续影响须按地点、群体和时间分层，不作整体化推断。","1820","1796-1840_jiaqing_daoguang","A","court_and_officials;maritime_and_foreign_polities;local_society_and_elites;fiscal_and_commercial_actors","maritime_or_transregional","narrative_perspective_limit"
